Date	Open	High	Low	Close	Adj Close	Volume
Nov 17, 2021	1.1316	1.1334	1.1271	1.1321	1.1321	-
Nov 16, 2021	1.1367	1.1387	1.1331	1.1366	1.1366	-
Nov 15, 2021	1.1442	1.1464	1.1417	1.1442	1.1442	-
Nov 12, 2021	1.1448	1.1460	1.1434	1.1451	1.1451	-
Nov 11, 2021	1.1486	1.1492	1.1455	1.1486	1.1486	-
Nov 10, 2021	1.1594	1.1598	1.1513	1.1596	1.1596	-
Nov 09, 2021	1.1589	1.1609	1.1570	1.1592	1.1592	-
Nov 08, 2021	1.1568	1.1596	1.1552	1.1569	1.1569	-
Nov 05, 2021	1.1557	1.1565	1.1514	1.1555	1.1555	-
Nov 04, 2021	1.1616	1.1617	1.1529	1.1616	1.1616	-
Nov 03, 2021	1.1581	1.1599	1.1564	1.1579	1.1579	-
Nov 02, 2021	1.1602	1.1615	1.1579	1.1600	1.1600	-
Nov 01, 2021	1.1559	1.1593	1.1547	1.1557	1.1557	-
Oct 29, 2021	1.1684	1.1692	1.1547	1.1684	1.1684	-
Oct 28, 2021	1.1599	1.1693	1.1583	1.1600	1.1600	-
Oct 27, 2021	1.1598	1.1624	1.1585	1.1598	1.1598	-
Oct 26, 2021	1.1612	1.1629	1.1586	1.1612	1.1612	-
Oct 25, 2021	1.1641	1.1669	1.1593	1.1640	1.1640	-
Oct 22, 2021	1.1626	1.1654	1.1622	1.1625	1.1625	-
Oct 21, 2021	1.1652	1.1670	1.1633	1.1655	1.1655	-
Oct 20, 2021	1.1634	1.1654	1.1618	1.1632	1.1632	-
Oct 19, 2021	1.1615	1.1670	1.1615	1.1614	1.1614	-
Oct 18, 2021	1.1596	1.1612	1.1573	1.1597	1.1597	-
Oct 15, 2021	1.1591	1.1620	1.1589	1.1592	1.1592	-
Oct 14, 2021	1.1600	1.1625	1.1585	1.1600	1.1600	-
Oct 13, 2021	1.1531	1.1579	1.1531	1.1534	1.1534	-
Oct 12, 2021	1.1553	1.1570	1.1534	1.1554	1.1554	-
Oct 11, 2021	1.1566	1.1587	1.1553	1.1566	1.1566	-
Oct 08, 2021	1.1559	1.1584	1.1543	1.1560	1.1560	-
Oct 07, 2021	1.1555	1.1571	1.1549	1.1555	1.1555	-
Oct 06, 2021	1.1595	1.1600	1.1530	1.1596	1.1596	-
Oct 05, 2021	1.1617	1.1623	1.1583	1.1618	1.1618	-
Oct 04, 2021	1.1607	1.1640	1.1589	1.1607	1.1607	-
Oct 01, 2021	1.1574	1.1609	1.1564	1.1574	1.1574	-
Sep 30, 2021	1.1602	1.1612	1.1570	1.1602	1.1602	-
Sep 29, 2021	1.1687	1.1692	1.1610	1.1686	1.1686	-
Sep 28, 2021	1.1696	1.1706	1.1670	1.1697	1.1697	-
Sep 27, 2021	1.1722	1.1728	1.1687	1.1723	1.1723	-
Sep 24, 2021	1.1742	1.1748	1.1702	1.1740	1.1740	-
Sep 23, 2021	1.1689	1.1751	1.1684	1.1688	1.1688	-
Sep 22, 2021	1.1726	1.1745	1.1717	1.1723	1.1723	-
Sep 21, 2021	1.1726	1.1749	1.1716	1.1730	1.1730	-
Sep 20, 2021	1.1729	1.1737	1.1701	1.1730	1.1730	-
Sep 17, 2021	1.1765	1.1790	1.1730	1.1767	1.1767	-
Sep 16, 2021	1.1819	1.1823	1.1752	1.1820	1.1820	-
Sep 15, 2021	1.1804	1.1833	1.1801	1.1805	1.1805	-
Sep 14, 2021	1.1811	1.1847	1.1802	1.1812	1.1812	-
Sep 13, 2021	1.1813	1.1818	1.1771	1.1812	1.1812	-
Sep 10, 2021	1.1824	1.1853	1.1819	1.1826	1.1826	-
Sep 09, 2021	1.1820	1.1841	1.1806	1.1819	1.1819	-
Sep 08, 2021	1.1846	1.1854	1.1803	1.1844	1.1844	-
